"relative_path","sha256","bytes","captured_utc","access_class","evidence_class"
"pages/studio page.PNG","77f76cfb46bec0cae0873cb3d99363204579dc2ffc40f013a9adfa867c648543","676156","2026-08-01T13:33:06Z","restricted_identifiable","functional_observational"
"pages/Technique training page(example).PNG","e6607e1f675a1ddeb7f76ab655e9d1cb73962be9718bfc094a2ac74dfe025a2e","552567","2026-08-01T13:33:59Z","restricted_identifiable","functional_observational"
"pages/when user open studio ask that mode.PNG","08e34b2f4204cc4fca9dbaf49b81035cd2951805523eb12639f1e2e25da75eff","522966","2026-08-01T13:34:45Z","restricted_identifiable","functional_observational"
"practice mode/1.PNG","e45a5eb98eaeaeb7cac8cc001be3346ce7726f352ef877b8e04f5f2b64b4072a","804053","2026-08-01T10:00:33Z","restricted_identifiable","functional_observational"
"practice mode/10.PNG","e521b50acaebd5ac82015c5242b9064bbdef0a59b6893397d3ffc33be66fa7c4","341690","2026-08-01T10:46:14Z","restricted_identifiable","functional_observational"
"practice mode/11.PNG","c5e690e337cc009ac17fb86f8b1793bb262c86413967e707fd7b28d6a947b3df","340840","2026-08-01T10:46:45Z","restricted_identifiable","functional_observational"
"practice mode/12.PNG","f0efedb33a563c481524fa4fedf69b1ac8b864513ebcc524328d44eb15f17425","340396","2026-08-01T10:47:36Z","restricted_identifiable","functional_observational"
"practice mode/13.PNG","606c4bfe868e32d05e18b6a0e58fa10275546f3a71e3d03f4ebab86ac9842be5","340903","2026-08-01T10:48:17Z","restricted_identifiable","functional_observational"
"practice mode/14.PNG","7b707ccc5fdc8863dd044d7d38195d4cebb9b35f019055b68a34692fa6aba321","341612","2026-08-01T10:49:27Z","restricted_identifiable","functional_observational"
"practice mode/2.PNG","7f66e5bf1fe7f574e6eb5e710c1af8671c11842141b92f100f26e9e0d9b971d5","761706","2026-08-01T10:01:11Z","restricted_identifiable","functional_observational"
"practice mode/3.PNG","fad7d7ef47585d6c9e8679b603766bd7f081665b56568017a464c310c5fb37cc","810439","2026-08-01T09:58:57Z","restricted_identifiable","functional_observational"
"practice mode/4.PNG","cad26f5aa52a27644fabbbc313c743dbeee5002e2c20b1e43f19718cbe808343","703169","2026-08-01T09:59:22Z","restricted_identifiable","functional_observational"
"practice mode/5.PNG","06c29d8d9d150d04501c57d5fea7300c9c72745bce0be1c7a54458eab8c4c5d5","778557","2026-08-01T09:59:49Z","restricted_identifiable","functional_observational"
"practice mode/6 -pop up window.PNG","4bbe6a938b7b121bad1a2265dfb38a50c51dd7c898681417a8792d1f7437bba3","342460","2026-08-01T10:42:50Z","restricted_identifiable","functional_observational"
"practice mode/7.PNG","8e4fe69054c1809d96ac9158922addbd91900c24c21dcee50f432ef774bb6d9f","340669","2026-08-01T10:43:46Z","restricted_identifiable","functional_observational"
"practice mode/8.PNG","6c7a2e268c3721a9681d6253a2e9bc1c31421022e0ffb408b112cc2fd30762f1","341775","2026-08-01T10:45:06Z","restricted_identifiable","functional_observational"
"practice mode/9.PNG","49f1c27944474aff2f1e95ac5ebc33db1e074ec7275b9862df8c95fc3f8df0d6","341358","2026-08-01T10:45:53Z","restricted_identifiable","functional_observational"
"practice mode/practice-42-full-session-analysis-cropped.png","d9182ad1ae90d691e6129bde3f28cbda0c9dc6f68c9c842f5ea20f45ac36bf71","249198","2026-08-01T15:57:45Z","restricted_identifiable","functional_observational"
"README.md","eefd42f5104e65ef97c19dfaa240ad12c56b1ea0386d32e4402aebb6322b1b33","2744","2026-08-01T14:09:00Z","restricted_identifiable","functional_observational"
"train -easy mode/1.PNG","1f28c9b235dd7e6d501cee87e8ee0a1a89e2a4527401d558651a3bd4af8cba9b","908568","2026-08-01T08:14:54Z","restricted_identifiable","functional_observational"
"train -easy mode/10.PNG","7526bf1b3ec1fc26509ad028346477b9aa7b573d3929727f07f631e793d3dcd4","1001436","2026-08-01T08:23:33Z","restricted_identifiable","functional_observational"
"train -easy mode/11.PNG","a5addf3ee0b1cac32868b74defff6320af5a616a351adcd78c18831bb3a3a09c","1013171","2026-08-01T08:24:00Z","restricted_identifiable","functional_observational"
"train -easy mode/12.PNG","51c14c56f459d38558749ab0cc612d9bfa55cc24a408ba8245334b9d3cb844a8","1041713","2026-08-01T08:24:35Z","restricted_identifiable","functional_observational"
"train -easy mode/2.PNG","0fd668ddb3c0649870c4c76f388c62e158a6624257e0a718a9f1b98042100ec3","979199","2026-08-01T08:15:22Z","restricted_identifiable","functional_observational"
"train -easy mode/3.PNG","9b5edf5473b7a2e2a42895600c20bc0bb2c7d55c37b215ff263dc67edfd0f96a","1002854","2026-08-01T08:16:29Z","restricted_identifiable","functional_observational"
"train -easy mode/4.PNG","c18a577010bb932730253e91aaaa0838a1cc5fdce5f1cda602b879e7f1c3fc46","993050","2026-08-01T08:17:07Z","restricted_identifiable","functional_observational"
"train -easy mode/5.PNG","f8051e1c3dd5b4fce92d72c35a519bea1b76101a496dc8300e96b8e2e3bc0c40","1000533","2026-08-01T08:18:27Z","restricted_identifiable","functional_observational"
"train -easy mode/6.PNG","54b85bb6f63eb3cbb389686bfc8bf065ff1ae127a95ec3e4062051ff36af78f0","1019120","2026-08-01T08:18:44Z","restricted_identifiable","functional_observational"
"train -easy mode/7.PNG","82b5af94c009b917799f40919043806b6228e46dc3b1ab62ed6678904a1cf43d","977563","2026-08-01T08:19:49Z","restricted_identifiable","functional_observational"
"train -easy mode/8.PNG","b4de392113dbb1d3f476a99369a91eaa3a27a6aa00067b59c0edc39dca50cab0","997774","2026-08-01T08:21:29Z","restricted_identifiable","functional_observational"
"train -easy mode/9.PNG","d5a060c53c2f0efdae7e85da033865ee2dd49f36af3380d97a40ea240ae79442","1033973","2026-08-01T08:21:52Z","restricted_identifiable","functional_observational"
"train -easy mode/hand test.PNG","de27876431c161901b267871949197245666cad808a7953dc7bd0343ac483967","1026271","2026-08-01T09:48:57Z","restricted_identifiable","functional_observational"
"train-hard mode/1.PNG","6731cf3dadcc39c765a3a220365dffd06a9f082af671c26ef5017526659c3d02","1009893","2026-08-01T07:24:11Z","restricted_identifiable","functional_observational"
"train-hard mode/10.PNG","71f854228991f377c2c74e2ae7cda8634c46a59aca124ea7cca9c83f7c966a65","1030955","2026-08-01T07:46:12Z","restricted_identifiable","functional_observational"
"train-hard mode/11.PNG","6d4a8ef21985eb0049824dc6bda7d35ab99ba2e23080d79bcfc4348f4e28e003","1025721","2026-08-01T07:47:15Z","restricted_identifiable","functional_observational"
"train-hard mode/12.PNG","7582136760e94fffd62870d4238f3a3d3ff4add851688e4e63d3dbcd03814047","971923","2026-08-01T07:48:31Z","restricted_identifiable","functional_observational"
"train-hard mode/13.PNG","8032347a1cbe33b22bf2b35c79eb334122454cdfc0901a711f05cabe6a4a7aff","1032604","2026-08-01T07:53:41Z","restricted_identifiable","functional_observational"
"train-hard mode/14.PNG","faa8e641cbdd3f2dad378c5b757c93e1c5e4a7f3b3e1e01429a4231d89a2d4fc","953550","2026-08-01T07:54:15Z","restricted_identifiable","functional_observational"
"train-hard mode/15.PNG","71d56515ae14935143be4b1ddc90633a5937e19b4bf44cbd5acbffb5b9f024b3","1007476","2026-08-01T07:57:06Z","restricted_identifiable","functional_observational"
"train-hard mode/16.PNG","3f9b9caa448e687fe9f74f8210cd5c1dc6aad1791292395acc3d2d4fc8ba3fdf","1008654","2026-08-01T07:58:36Z","restricted_identifiable","functional_observational"
"train-hard mode/17.PNG","c7448c41928113ab13fdb04aadbcd2c5f2bd6e0ca250805705ffd39ed7c8a9cc","1043010","2026-08-01T08:06:00Z","restricted_identifiable","functional_observational"
"train-hard mode/18.PNG","6a3ed244b1b871cdfa564b8448b765b79176e335194990c0d6bccab8a27d2d76","1000530","2026-08-01T08:07:33Z","restricted_identifiable","functional_observational"
"train-hard mode/19.PNG","1315a88f7a676839fa4069fb73563036d254f2d277f48b1f143c2dd7d47d31de","1006707","2026-08-01T08:09:14Z","restricted_identifiable","functional_observational"
"train-hard mode/2.PNG","8436eb83aee685070f62c32ba4b22e5521bbdf700aad8e4c4e90826bc09ba57d","916081","2026-08-01T07:32:20Z","restricted_identifiable","functional_observational"
"train-hard mode/3.PNG","0c68d440b5f99ee79c7ce11dde758aa4212ff945f1a1e18d22c0e112fc788459","996304","2026-08-01T07:33:47Z","restricted_identifiable","functional_observational"
"train-hard mode/4.PNG","a8823be86b58008dab26e998fdcdf26e8b344ffc050548d72e5da9f45ca04eaf","990922","2026-08-01T07:38:47Z","restricted_identifiable","functional_observational"
"train-hard mode/5.PNG","052dae3348929e7acc399a3c24a784a1bafedbe5a72bcf84a0c0c29222037888","1046433","2026-08-01T07:40:53Z","restricted_identifiable","functional_observational"
"train-hard mode/6.PNG","1a0bd771d18605dddf812e5778ab819b830bc9278c93b684ae2b80f7037ba867","1024929","2026-08-01T07:42:48Z","restricted_identifiable","functional_observational"
"train-hard mode/7.PNG","40307f5f07ba6888d1d672fa9423f58166727fcf2c0f1d9e78843155dd1f917e","1024367","2026-08-01T07:43:45Z","restricted_identifiable","functional_observational"
"train-hard mode/8.PNG","18db51610159d5958562dd99a67b69626c7b523c1ba21c141c1579a601ba488d","1023550","2026-08-01T07:44:19Z","restricted_identifiable","functional_observational"
"train-hard mode/9.PNG","43a28e843131bfe9dfb0a667b76c7b4ee5b99ecb6d20b09ac9c91118b187138b","996652","2026-08-01T07:45:12Z","restricted_identifiable","functional_observational"
